017.jpg,8.707943,2.0669768,1.5611665,1.1582544,0.99700403,0.8850907,0.8454687,0.76756495,0.71687484,0.6783759,0.6545664,0.6329517,0.64264035,0.6238526,0.60662293,0.5748734,
015.jpg,9.455676,3.15324,2.5119033,2.2301655,2.0212128,1.8810681,1.7951344,1.7327209,1.643169,1.6125509,1.5371733,1.5445882,1.5431061,1.5114727,1.4557564,1.5216705,
001.jpg,8.858563,2.6931872,1.7417858,1.4156003,1.239544,1.1494333,1.1158087,1.0625819,1.0189891,0.95989615,0.9517295,0.9349132,0.9000415,0.8737928,0.88009137,0.8690322,
011.jpg,9.3172865,2.9151123,2.1412787,1.9726909,1.6878338,1.5675992,1.5361643,1.3936173,1.3137126,1.310997,1.2555873,1.1992447,1.1851674,1.1169771,1.0970563,1.0989788,
016.jpg,8.760594,2.9308915,2.1558943,1.8304923,1.6267475,1.4445286,1.307544,1.2730083,1.1783028,1.1273065,1.071519,1.0245696,1.0613207,1.005903,0.9709388,0.92500705,
009.jpg,8.742831,2.3359165,1.4603422,1.228712,1.095886,1.0149211,0.9558696,0.9146849,0.8877655,0.84746826,0.80677694,0.7858697,0.7477041,0.73517346,0.72184783,0.70665187,
019.jpg,9.351731,3.0146337,2.4528084,2.1798463,2.0475922,1.9276718,1.8192068,1.7688115,1.640039,1.617163,1.5284909,1.4865321,1.483784,1.4408907,1.4030048,1.3839531,
021.jpg,9.009667,3.284291,2.4181676,2.2671533,1.853418,1.7531021,1.6539421,1.5806258,1.4914039,1.4699854,1.4452071,1.3691345,1.3978326,1.3414236,1.2791805,1.292764,
013.jpg,9.639552,3.7140625,2.7669313,2.3351936,2.201818,2.0008245,1.9029031,1.8066545,1.726192,1.688107,1.6585623,1.660169,1.5762484,1.4904789,1.4806598,1.4753666,
012.jpg,9.59281,3.3541884,2.6981862,2.1143725,1.882093,1.7819179,1.6062905,1.6375022,1.6074941,1.4348155,1.4232286,1.391607,1.3796687,1.3597778,1.3006221,1.2825788,
014.jpg,9.296449,3.115205,2.4664056,2.0637774,1.8688104,1.7610224,1.6634809,1.5419635,1.4943503,1.3762252,1.3837047,1.3050159,1.3072896,1.2503018,1.2079586,1.1900315,
005.jpg,9.284594,3.050302,2.1870284,1.9249272,1.728025,1.595647,1.4939823,1.4687387,1.4584069,1.3360121,1.3104635,1.2706178,1.2425398,1.1976693,1.1747267,1.1645774,
003.jpg,9.868449,4.2087026,3.2931607,2.5845857,2.3412778,2.2093267,2.0900526,2.0344818,2.001197,1.9212084,1.8702053,1.8315603,1.8181083,1.746581,1.6827135,1.7402489,
004.jpg,9.385344,3.5380867,2.9815462,2.476717,2.2101574,2.0158255,1.9638256,1.8760912,1.8388971,1.7238227,1.7131788,1.6217037,1.5603839,1.5323392,1.5122913,1.4729557,
006.jpg,9.50145,3.840419,3.0580385,2.6801739,2.4766283,2.3566985,2.165824,2.1114833,2.0991774,1.9794941,1.9394958,1.856468,1.8660305,1.764012,1.7476295,1.7290113,
024.jpg,9.060881,3.151859,2.285072,1.9909791,1.8316629,1.694202,1.6169289,1.5365489,1.4553272,1.4052602,1.3489907,1.3879989,1.3563094,1.2823474,1.2720627,1.220922,
007.jpg,8.25483,2.3969617,1.6022763,1.2940215,1.1648465,1.0969183,1.1099008,0.91554797,0.8608942,0.85776657,0.8019779,0.7887288,0.7779428,0.7749182,0.7569212,0.73445153,
010.jpg,8.5839,2.2957156,1.5158235,1.2977914,1.1703231,1.0894842,1.0153993,0.93692845,0.9321475,0.85528517,0.82313657,0.847995,0.7822419,0.80656654,0.7618223,0.72473854,
020.jpg,9.313124,3.4498205,2.6571677,2.461483,2.2055495,2.0684862,1.964725,1.865804,1.798354,1.7492409,1.6539873,1.6257105,1.9324521,1.5437455,1.4939331,1.4771203,
023.jpg,8.596642,2.296764,1.5834286,1.3871218,1.2306231,1.0900887,1.014958,0.93617177,0.89782655,0.8746104,0.83899456,0.79514605,0.7910711,0.75955755,0.7375518,0.71680945,
002.jpg,8.882744,2.2053103,1.6175437,1.4145864,1.2694858,1.2131604,1.12686,1.0734718,1.0431062,0.9629847,0.93045795,0.9019485,0.8778266,0.87616664,0.85149974,0.85464287,
022.jpg,9.174571,2.8319902,2.060864,1.758952,1.5738361,1.4099123,1.3314645,1.2890351,1.2337946,1.1936473,1.1662617,1.1521002,1.1156476,1.1169481,1.0664937,1.0109417,
018.jpg,9.663223,3.183511,2.5476031,2.2182093,2.0029914,1.8814226,1.740659,1.7090236,1.6185399,1.5994319,1.5488883,1.4950752,1.4631225,1.4575921,1.4624571,1.3991464,
008.jpg,9.397313,3.8965886,3.0792649,2.652857,2.4203427,2.2575338,2.1398726,2.0940514,2.0230517,1.9738427,1.9244126,1.8691895,1.8213582,1.795797,1.7353238,1.7403413,
